Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
a0001,15.4283816339693,5.92826685685917,1.50197339944501,0.404807561360232,0.050101552466677,-0.500683028119219
a0002,13.2865359161334,3.91323177894977,2.98090287061542,3.9025985353355,1.98664398275239,0.577776063097725
a0003,13.6237391904022,8.37576992596727,2.725668806765,1.94292803848238,0.660274792530476,0.0292500838852008
a0004,17.3291235456345,10.0027986094991,0.747334049979236,1.32835118527068,0.289884753829476,-0.245310522964688
a0005,11.7458612577532,11.2430553142591,3.28104098556024,0.535910512489872,0.135152002878561,-0.115310507843043
a0007,17.1714298104286,6.09376084233423,3.57544926313483,0.752053350596688,-0.242109855899921,-0.315016986282871
a0009,10.6913262274061,3.37124897141755,12.0384754954146,2.21311303673946,3.49612581285727,0.959952411566735
a0010,15.8121959289052,10.2005668007527,3.38456729625308,2.47408602879912,1.12736724002392,0.720926564011947
a0011,27.9312187382368,11.0462049418912,8.69303566222035,4.52404288218824,0.830987810671945,0.120010614596264
a0012,24.70759350959,15.4157373246567,3.15613344025387,3.23791763253661,1.58674989126011,2.58255337581778
a0013,12.7304847318857,5.44930595350191,5.33528119163975,1.20447344544262,0.972772262983201,-0.191866436896234
a0014,30.1701092411558,5.89795435684616,17.0807272710887,21.6508911774784,11.434008810428,6.46239393797748
a0015,7.09145412368002,1.75098993774483,1.48982189622534,4.26659031047304,1.17542024599276,-0.379304695077663
a0016,8.32748538774413,4.67430931408295,1.35143246088197,1.39189005820936,0.848679380015736,-0.43195698527264
a0017,32.2782771078638,7.52702000475398,3.73000395844372,2.11978064515326,3.3978256281396,0.423427905806815
a0018,16.820036374993,14.8188954238665,7.23708244621602,12.4737314493143,4.06091714087501,-0.964703961184389
a0019,24.8822968024876,5.70218244239754,0.923886421856933,0.258772170369221,-0.127993290131095,-0.331845241182837
a0020,12.1427454565791,3.35971835757196,0.952001615055464,2.00674777687069,-0.0138025920404643,-0.243269717999765
a0021,25.7134390073509,6.59841150893173,6.67802370630328,2.44689358105876,0.141253421638461,0.654942282969415
a0022,23.688752159443,10.5103784924705,3.66210511301535,2.20858438561644,1.58199519510922,0.317307751509823
a0023,10.0457559102992,4.17902350338366,1.74463684737605,1.12342396541755,0.636877145963373,1.36279200927437
a0024,11.0968753302091,11.9044836173521,2.6717190525259,2.00049283343971,1.01923845839064,1.54141414621548
a0025,15.76593378572,6.55022379070351,1.36047602940052,1.02214514224072,0.486496556145945,0.11928242654722
a0026,16.6546082538147,5.21591620575865,1.76715483761137,0.956598339084483,1.29601625251092,0.10675928086543
a0027,28.6659744165289,9.07654486374725,3.57503643587994,4.45161010004333,11.8014210266172,-0.874420306966561
a0028,39.7197018529564,12.6883537580578,2.42154495484314,1.19727158912064,2.07354707932695,0.321930439083825
a0029,12.902844477679,5.718914535482,1.1433738860526,1.88311641038056,2.59485562070589,-0.188837880583652
a0030,14.7964151464644,6.0593477414456,3.33413423770402,1.52836773619462,0.921415806169115,2.80844629426265
a0031,25.9812960271271,8.85894182611323,4.87178439401501,3.82056044681189,0.966704990505313,1.6295052217895
a0032,29.0295767378788,5.054129963598,2.19850355554447,0.947652767887685,2.17648749744017,-0.242487848004144
a0033,30.2356488358228,21.0681819769199,5.21309575785354,2.576497959356,0.0922055153370134,-0.126941403619324
a0034,11.2772803817512,4.17373477617143,1.29532989118492,0.925178152702367,-0.0599859895156203,0.470980240616661
a0035,11.5672738626621,3.01136388736137,0.847196639221838,6.48146283951436,0.280011199614011,1.23678010687596
a0036,17.7168362207794,8.2533247930485,2.79217556240685,3.06297538648938,1.0113876730817,0.506750069817123
a0037,34.9592250191977,8.63676823756722,1.89356874066706,1.55811601955426,0.34202020389663,0.546072206138461
a0038,9.43552465374827,3.95815270982683,5.07960556476035,1.39365113447558,0.153697542938593,0.238800073835293
a0039,14.0526754144264,8.51377460255623,1.1931189995205,0.754803550811845,0.516488473963356,0.099659842536838
a0040,10.4337962072208,1.96762474382543,0.629474750958923,0.272828511858625,0.28637655525166,0.150587498870429
a0041,20.2179732687237,7.30551135519909,2.12962192306966,2.96689127365931,2.32653507443034,5.73746466026426
a0042,12.5544962569176,3.08728839353513,1.39533909230768,0.797819179399386,0.724120448665612,-0.463746352636852
a0043,15.1708939788725,9.63408286650657,3.58276736381906,2.22921462968893,-0.252687383101616,-0.451518857553644
a0044,12.3023825404956,3.13657299484476,0.749636048842375,0.499281678709598,0.514666085763997,0.270795362058897
a0045,52.5094528431596,10.6050340221358,4.14008857647312,2.41678525002089,0.32808948202447,1.80738047026693
a0046,13.0335003030118,3.73104867547774,1.24519660054358,0.308043162064194,0.759981832639542,-0.366574196071382
a0047,1.42227727263239,0.932566603205798,1.22250340275344,1.69170182315562,1.5543431924133,1.52737502250764
a0048,28.8934993519443,9.76218888255858,3.3315308129178,0.593758196175628,0.46028042447878,-0.293620819575642
