Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
b0001,14.1885382721323,1.54492356357288,0.730642136494577,-0.311876054678485,0.417425214502556,-0.604952479099522
b0002,15.0282171979138,2.74534252887924,4.07783614637851,-0.0352704855606376,-0.00256460217042953,-0.526798142741479
b0003,7.80400209743821,1.13034592852512,-0.0380010493352789,0.827156679204837,-0.0424651478680707,-1.33815084675702
b0004,15.2279292225483,5.37261296641505,0.466512201328723,0.531474224560102,0.226405708208627,-0.647483747859702
b0005,29.1153242274956,9.27455270698739,4.59598126613739,1.18692935475798,2.63598109059903,2.24734811995952
b0006,11.5897299752159,2.39876316276688,2.60928925310075,-0.488175873280438,-1.05578642484341,-0.870119389079627
b0008,10.4386034663517,1.11898922136778,2.14723751888063,-0.687907232172861,-0.887106140497663,-0.938372678567469
b0009,5.93193927326775,1.96033258861,0.448988369487333,-0.183915550445043,0.854581155239218,-0.44076383541281
b0010,11.7105731812375,3.80521265620666,1.37151915190441,-0.239505125660552,-0.640343948525606,-0.157022404787451
b0011,7.16161187161101,1.74624829122012,0.133317372837972,-0.199136437094346,-0.420082175946745,-0.569104081157317
b0012,189.628804720904,6.46363515255658,3.17074608021409,1.90948962297978,-0.0470241695400899,-0.796385611126953
b0013,19.8750511441363,3.89513405565462,0.340299699347926,-0.554939290953147,0.596372581697092,-0.937872598678624
b0014,11.0931025123206,1.61372517929358,0.964481235343809,1.91353356732154,0.272269571051833,2.0607711220903
b0015,8.09568506661003,7.10410457601495,-0.00187266222221627,-0.479153917403408,-0.0890653114502875,-0.615201220106719
b0016,5.33118769395984,1.80029056145768,0.0269800123309625,0.369689772419812,-0.982351633624738,2.40887473207923
b0017,7.57665069522456,0.892199344116826,0.269285202280902,0.66724283585566,-0.601155367574657,1.58906046048416
b0018,6.31811783147118,0.668637744619355,0.300944681077642,-0.512725781674488,-0.574817958680526,-0.222831776210138
b0019,3.21501960859178,1.95202249881319,0.533838143749099,0.20672259756671,-0.596010562513167,-0.899290852857023
b0020,15.3413899706272,0.950154975673001,-0.374536410556027,-0.220358785387134,0.0499689814923707,-0.214359550987788
b0021,7.63778821291073,1.38702227271054,1.20008964207664,0.474444023707917,0.0556376587983216,-1.23675633934132
b0023,5.14041539710852,0.964176590669628,0.929416012871976,0.0516213743032781,-1.10783657306084,2.03257842184368
