Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
e00002,23.794159040333,13.0197943969196,7.78810031741972,2.02288889209142,2.38419020297453,0.966859528086192
e00003,11.1979460272636,4.76011447305167,2.79749798771223,1.18667387881968,0.3381632740862,1.85028874667643
e00004,8.36920149775079,8.57910778435823,5.96497274417496,1.33074375253761,0.33666308757257,-0.0990228458265063
e00005,20.8095209249004,11.8617667931637,2.20125995290482,2.54063673723953,0.250663834395892,0.0908035076822298
e00006,12.8016509745543,10.3689335993061,3.05218177773894,0.736093223843261,-0.376843499491743,0.812981506308111
e00007,7.4147697106185,7.72739845795862,2.99749177197042,0.961076049339497,0.326812888058104,0.221046197462295
e00008,4.87316113608111,3.1560998150968,1.90980196473731,1.57027393049044,0.733964466959582,1.54136152879444
e00009,55.6663590814494,8.7106787321422,4.07592051277835,1.62645388516829,2.47700251410873,1.19334717627264
e00010,8.85275615366516,5.7106587513643,2.8896362770521,2.999225520695,2.27847180849515,1.18827535776382
e00012,11.3532169424392,11.3670481287392,4.178964839754,1.44267234234461,0.30587415184416,0.308731387924574
e00013,32.0240274081127,12.5308521434949,6.48238789625456,0.828920635137027,0.93392815602866,0.243132088950916
e00014,9.52404210148472,3.69484214792877,4.9340962581131,0.759381070503997,0.368683673075862,-0.117626359856867
e00015,10.3463748837558,7.32453836346203,6.36776075768042,2.08434183969747,1.65676491383544,0.971524825593292
e00016,53.832766658896,32.9061253352304,9.09558049764245,9.37455243137474,7.33881875273066,2.34200956932047
e00017,33.3515683963733,12.135515375268,7.83606424298874,0.768732217801723,2.50733932877185,0.287158908019
e00018,18.0492419364882,97.1439958095224,12.8905446698344,6.0345393531789,2.32898289646326,1.38486819137456
e00019,19.1174853236136,7.96819753308346,16.7585689065148,3.70435143027013,2.92150664914742,0.936498031739854
e00021,9.84283653427568,4.9391084387513,3.55034168224514,0.769647005489908,0.661977684296774,1.235259501349
e00022,17.9598307212434,8.64060812356633,5.73408133042617,3.93299934242607,2.3241784583511,3.50202232083872
e00023,28.6647035231771,6.15096942503035,2.87352227407256,1.04825912422968,0.498806394564229,-0.690997150892107
e00024,24.9815841175651,15.9508654843092,7.211155951231,3.57597282708975,4.25544522226141,1.13893203737309
e00025,16.5893805614973,5.67869259243779,2.11821340421032,3.48863113011782,1.30086659208493,0.516316985185348
e00026,19.6385675674571,19.1393306798201,4.7480397485353,0.657738744834299,-0.247641211437629,-0.90080400165173
e00027,11.9760175081973,4.72361575691091,11.1677798588663,4.37257004580193,8.60596086732216,5.15581059595849
e00028,5.18884318354022,5.91390564354614,5.11558548666211,1.41330307791389,3.99182873582806,2.30716602946727
e00029,19.5953647843962,17.154099517195,5.98287061008169,2.74158184441756,2.27615487284757,0.331900713407985
e00030,49.6268686671546,31.3564886141301,37.6671276819464,7.93489581092018,5.9846438799622,4.81703391434467
