Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
d0001,5.61246018487774,1.92056647566014,1.13517918218472,3.97968695783091,2.18742545868299,-0.219776907462754
d0002,43.0558607312984,18.1271927853657,6.25527224993693,1.33060821771459,1.02022972913122,0.663777966287839
d0003,8.18212298692707,2.13206655959266,0.568146953056851,1.72083109392137,0.694491839762025,0.179107616403395
d0004,6.41822460568122,16.4774246508318,2.64334353832969,2.7086391735495,0.482456568531745,0.490405921657946
d0005,14.9017563613443,2.88008517869859,1.71404911044092,0.616084441519666,0.0503866607491563,-0.726513757198934
d0006,3.13517197771559,1.09593682760577,-0.212747107104456,0.0563567037270407,-0.255549778928017,-1.36281042871224
d0007,12.0897559176725,4.94323753998567,3.85761252229986,4.11226016709532,1.89455803898083,0.560590396004758
d0008,10.4031816774095,2.97977772130592,16.7470797944242,2.46195458832833,0.538073317464774,0.306736633565065
d0010,17.9561447978428,12.5097078824206,2.02420979605321,3.32634983832477,1.60738892486707,2.63497157569391
d0011,19.515360693446,5.90078033641087,1.22866659755724,0.56812240940868,0.644867556941763,1.79062871953665
d0012,15.3298066437183,24.4750755301986,3.67035465484807,24.0420773992013,8.03834153039598,1.91922108469177
d0013,18.5263373818327,4.97443658411566,4.11012359550254,2.19590406520399,-0.122425352024933,-0.405752401526916
d0014,9.97451152696208,8.696529816515,1.1721858090642,1.29325749333257,-0.187265918357131,-0.373737234392447
d0015,9.15373326001836,3.80783164683468,2.11916361673155,-0.104608495937498,-0.41805882122209,-0.750321693689158
d0016,10.6839806507333,5.30541864430972,1.09816121491715,0.0821258267973151,2.93842102711562,-0.266081155204288
d0017,12.0399057933527,12.1630516439709,2.73609363616281,1.7240190942042,0.704225893578617,0.819216165463766
d0018,15.6621155388825,7.82749503825872,1.6161551651641,0.454703721107863,0.727376442084019,1.48078428518226
d0019,13.7729551416526,13.2073239972694,2.40976650694815,0.161665810798472,0.509835049728605,0.555722486519895
d0020,13.0882347475617,1.90974825207938,0.0141305948676482,-0.327680861405069,0.290569845482112,1.27624722248409
d0021,15.8251473192935,6.5828855722562,1.67664133719151,1.73990888384576,0.657686837434125,0.718425487374252
d0022,19.9883755717247,9.01083578369054,4.26044295190221,0.895838551282013,0.393381894335664,-0.602720158822277
d0023,12.7896446286774,12.6241599321709,2.38437984063291,3.62150475664193,0.301792523298488,0.265647368008653
d0024,4.43897797306051,1.34224992922203,-0.0385684020028574,-0.206895278337926,-0.570579130941425,0.308445402017718
d0025,15.8570711557582,4.8973058450767,1.65751554679962,0.177433255902772,0.711499078676904,1.29949085088702
d0027,19.9755035845916,3.89698056348822,2.62535708577565,1.48786709116675,0.257455931812675,-0.554334775990971
d0028,16.0588721486425,18.7004251707505,3.63482041932185,4.32575567277477,1.26863565668672,0.378926608496522
d0029,19.7013019335319,8.32494077508007,0.716756082368773,0.0468246204177665,0.400837520188014,0.386401003444768
d0030,5.59660915521478,2.45351032490815,-0.0817299040046571,0.520463486759074,0.797476872185841,0.431248279189128
d0031,8.49666151218539,2.19729595942828,0.290965400496129,-0.166233854425462,-0.380866464313161,-0.497408951403195
d0032,5.62992625359341,1.72560139995855,0.824887332938224,0.264842703140609,0.27546825602737,0.69289638486061
